system_id,ligand_instance_chain,method,ranking_score,iface_iptm,correct,rmsd,lddt_pli,pb_valid,ligand_similarity,novelty_stratum,pocket_similarity,pocket_novelty_stratum,release_date,temporal_stratum,ligand_molecular_weight,ligand_num_heavy_atoms,ligand_num_rot_bonds,ifp_recall,ifp_jaccard,cluster,entry_pdb_id,morgan_tanimoto,sucos_shape_pocket_qcov,protein_seqsim_max,target_release_date,resolution,ligand_plddt_mean,ligand_plddt_min
7zo4__1__1.A__1.B_1.C_1.G,1.G,protenix,0.9534283876419068,0.731212317943573,0,2.0178210735321045,0.7267736196517944,1.0,0.3142857142857143,2,0.6355195196146842,2,2023-03-08,1,357.13584183599994,24,6,0.9333333333333333,0.9333333333333333,c125,7zo4,,,,,,68.83124987284343,53.119998931884766
7yp5__1__1.B__1.J_1.K,1.J,protenix,0.9533607959747314,0.8457447290420532,1,1.6692014932632446,0.7465116381645203,1.0,1.0,0,0.5957092817544979,2,2022-11-02,1,402.0229325919999,25,6,0.9473684210526315,0.75,c232,7yp5,100.0,59.57092817544979,43.0,2012-02-15,,79.74920043945312,73.05000305175781
7zso__1__1.A_1.C__1.S,1.S,protenix,0.9530960321426392,0.8019505540529887,1,1.4980850219726562,0.7906929850578308,0.0,0.22891566265060243,2,0.4705571938713357,3,2023-05-17,2,531.007719182,35,6,1.0,0.7666666666666667,c49,7zso,22.89156626506024,47.05571938713357,92.0,2009-12-08,,65.30114255632672,52.72999954223633
7myd__1__1.A__1.C_1.G,1.C,protenix,0.9530726671218872,0.9209412634372712,1,0.1755683571100235,1.0,1.0,1.0,0,0.8586084412870874,0,2022-05-25,0,456.1046148819999,31,7,1.0,1.0,c66,7myd,100.0,85.86084412870873,100.0,2012-05-16,,89.42645165228075,85.94000244140625
8ay8__1__1.A_1.B__1.D,1.D,protenix,0.9530709981918336,0.9791016578674316,1,0.834764838218689,0.906099498271942,1.0,0.5925925925925926,1,0.759866636377572,1,2023-03-22,2,356.1194635,25,5,0.9444444444444444,0.8095238095238095,c131,8ay8,59.25925925925925,75.9866636377572,100.0,2021-08-04,,95.96879913330078,91.41000366210938
8dkt__1__1.A_1.B__1.D_1.E,1.D,protenix,0.9529576301574708,0.9728263914585114,0,20.477375030517575,0.0124598070979118,0.0,1.0,0,0.8317027376077754,0,2023-01-11,1,522.9906600819999,32,8,0.041666666666666664,0.022727272727272728,c681,8dkt,100.0,83.17027376077753,86.0,2020-09-23,,90.46593737602234,83.19999694824219
8evz__1__1.A__1.D_1.E_1.F_1.G,1.G,protenix,0.9528408050537108,0.9007535576820374,1,0.4072161912918091,0.9573643207550048,1.0,1.0,0,0.8800384547402555,0,2023-08-30,2,182.009257954,11,1,0.875,0.875,c262,8evz,,,,,,85.34518489131221,79.69000244140625
8evz__1__1.A__1.D_1.E_1.F_1.G,1.F,protenix,0.9528408050537108,0.9190700650215148,1,0.3503004610538482,0.9793604612350464,0.0,1.0,0,0.8833061967733872,0,2023-08-30,2,427.0294149399999,27,6,0.875,0.875,c262,8evz,,,,,,85.34518489131221,79.69000244140625
7qyn__1__1.B__1.O,1.O,protenix,0.9526931643486024,0.922267884016037,0,3.4420485496521,0.6434466242790222,1.0,0.1504424778761062,3,0.4329889399193979,3,2022-04-27,0,371.17138163609,27,9,0.7777777777777778,0.6666666666666666,c90,7qyn,15.04424778761062,43.29889399193979,100.0,2010-12-08,,76.92407367847584,68.75
7pu9__1__1.A__1.B_1.C,1.C,protenix,0.9525697827339172,0.9669172167778016,0,7.800477504730225,0.1502797752618789,1.0,0.10714285714285714,3,0.37230719180740834,3,2022-08-17,1,648.99360585609,40,9,0.6956521739130435,0.64,c557,7pu9,10.714285714285714,32.73621827581282,100.0,2000-03-28,,94.4627492904663,91.0199966430664
7pu9__1__1.A__1.B_1.C,1.B,protenix,0.9525697827339172,0.9669172167778016,0,7.800477504730225,0.1291698962450027,1.0,0.10714285714285714,3,0.3273621827581282,3,2022-08-17,1,648.99360585609,40,9,0.6956521739130435,0.64,c557,7pu9,10.714285714285714,32.73621827581282,100.0,2000-03-28,,94.4627492904663,91.0199966430664
7paw__1__1.B__1.C,1.C,protenix,0.9525569677352904,0.933102697134018,0,2.329385042190552,0.6224934458732605,0.0,0.15217391304347827,3,0.46097742792281116,3,2021-11-17,0,412.1138548520001,28,4,0.9473684210526315,0.8181818181818182,c998,7paw,15.217391304347828,46.09774279228112,99.0,2019-01-02,,81.5982140132359,73.83000183105469
7m96__1__1.A__1.E,1.E,protenix,0.9525307416915894,0.8790647685527802,0,2.095045328140259,0.666481077671051,0.0,,4,,4,2021-12-15,0,338.199428072,25,5,0.9411764705882353,0.8,c219,7m96,,,,,,94.76519958496094,91.41000366210938
8e62__1__1.A_1.C__1.G_1.H,1.H,protenix,0.9524856805801392,0.8444888989130656,1,0.7989316582679749,0.897332489490509,1.0,1.0,0,0.46855451535702536,3,2022-11-23,1,767.1152089620001,48,18,1.0,0.9047619047619048,c379,8e62,59.18367346938776,45.14732838859291,45.0,2015-09-16,,87.30475006103515,79.69000244140625
8e62__1__1.A_1.C__1.G_1.H,1.G,protenix,0.9524856805801392,0.8304972648620605,1,1.64687180519104,0.8109589219093323,1.0,0.5918367346938777,1,0.4514732838859291,3,2022-11-23,1,620.076818632,40,10,1.0,0.9047619047619048,c379,8e62,59.18367346938776,45.14732838859291,45.0,2015-09-16,,87.30475006103515,79.69000244140625
7zsq__1__1.B_1.C__1.G_1.I,1.G,protenix,0.9523522853851318,0.7686936855316162,1,0.9308018684387208,0.831863284111023,1.0,0.2676056338028169,2,0.5777386630357284,2,2023-05-17,2,353.023528114,23,5,0.9523809523809523,0.8,c49,7zsq,26.76056338028169,57.773866303572845,49.0,2009-12-08,,83.83173934273098,74.22000122070312
8ftr__1__2.A__2.B,2.B,protenix,0.9522135257720948,0.8530747294425964,1,1.012749195098877,0.801311731338501,1.0,0.6551724137931035,1,0.8664291582933993,0,2023-11-01,2,297.08956034,20,3,0.9333333333333333,0.7,c176,8ftr,65.51724137931035,86.64291582933993,35.0,2014-06-25,,92.42300148010254,90.2300033569336
7vl2__1__1.A__1.C,1.C,protenix,0.9521729350090028,0.8737135529518127,0,4.16907262802124,0.4039666056632995,1.0,0.5,1,0.2536963303465162,3,2022-03-09,0,208.094688232,14,3,0.7692307692307693,0.625,c65,7vl2,50.0,25.369633034651617,38.0,2013-07-31,,64.67642784118652,59.77000045776367
7yha__1__1.A__1.E_1.F_1.G_1.H,1.H,protenix,0.9520406126976012,0.9353311061859132,0,31.310705184936523,0.0,1.0,0.14285714285714285,3,0.3596865632695798,3,2023-06-07,2,329.092928002,23,4,0.0,0.0,c853,7yha,,,,,,83.79608651866083,64.83999633789062
7yha__1__1.A__1.E_1.F_1.G_1.H,1.G,protenix,0.9520406126976012,0.9353311061859132,0,31.310705184936523,0.4426450729370117,1.0,0.14285714285714285,3,0.37787932321465767,3,2023-06-07,2,329.092928002,23,4,0.0,0.0,c853,7yha,,,,,,83.79608651866083,64.83999633789062
7t5z__1__1.A_1.C__1.I,1.I,protenix,0.9519284963607788,0.7792338728904724,0,3.4081990718841557,0.4376876950263977,1.0,0.10967741935483871,3,0.4093990865511399,3,2022-07-06,0,452.087844,31,4,0.8235294117647058,0.7,c687,7t5z,10.967741935483872,40.93990865511399,66.0,2006-06-27,,85.74806434877458,77.7300033569336
7scr__1__1.E__1.K,1.K,protenix,0.9518941640853882,0.9475586116313934,0,5.867059707641602,0.4186778664588928,0.0,0.4743589743589743,1,0.7079864160478476,1,2022-03-02,0,443.0607150679999,28,10,0.7647058823529411,0.5652173913043478,c77,7scr,47.43589743589743,70.79864160478476,46.0,2017-12-13,,87.56892912728446,75.38999938964844
7qoz__1__1.B__1.L_1.M,1.L,protenix,0.9517791271209716,0.7380620688199997,1,0.4414458572864532,0.8686342835426331,1.0,1.0,0,0.919296124209253,0,2023-07-12,2,663.1091218040001,44,11,0.9642857142857143,0.8181818181818182,c137,7qoz,100.0,91.9296124209253,57.0,2018-10-24,,64.41772738370028,55.470001220703125
7xpo__1__1.B__1.H,1.H,protenix,0.9517125487327576,0.9158018231391908,1,1.5548962354660034,0.8043578267097473,1.0,0.7794117647058824,1,0.8124210343349325,1,2023-05-17,2,566.0550205679997,36,9,0.9523809523809523,0.8333333333333334,c445,7xpo,77.94117647058823,81.24210343349326,69.0,2001-05-09,,85.08999951680501,72.66000366210938
8k4c__1__1.B__1.G,1.G,protenix,0.9516697525978088,0.9078830778598784,1,1.9943574666976929,0.8192252516746521,1.0,0.725,1,0.6931178336394833,1,2023-11-22,3,395.209658408,29,10,0.9333333333333333,0.8235294117647058,c12,8k4c,72.5,69.31178336394834,100.0,2009-09-08,,87.23034510119209,72.2699966430664
8i4i__1__1.A__1.C,1.C,protenix,0.9514366984367372,0.9566627740859984,1,0.1301510781049728,0.9755370020866394,1.0,1.0,0,0.987129266927812,0,2023-04-12,2,204.089877624,15,3,,,c61,8i4i,100.0,98.7129266927812,67.0,2009-02-03,,92.81066538492838,83.58999633789062
8blt__1__1.A_1.B__1.I,1.I,protenix,0.9512538313865662,0.6874599605798721,0,2.625316858291626,0.6847712993621826,1.0,0.7076923076923077,1,0.47186592783198306,3,2023-03-08,1,515.2916737799999,35,7,0.9523809523809523,0.7407407407407407,c759,8blt,70.76923076923077,47.18659278319831,100.0,2018-08-22,,58.76085739135742,51.560001373291016
7en5__1__1.A_3.A_4.A__3.B,3.B,protenix,0.951136827468872,0.7237294167280197,0,2.087327003479004,0.6807228922843933,1.0,0.5609756097560976,1,0.4389539413015167,3,2022-04-20,0,301.056267722,19,4,0.7647058823529411,0.65,c177,7en5,56.09756097560976,43.89539413015167,36.0,1998-10-07,,76.62473658511513,71.87999725341797
7n4w__1__1.A__1.D,1.D,protenix,0.951134443283081,0.9522500336170197,0,7.792092323303223,0.2044247835874557,1.0,0.2647058823529412,2,0.5494086051412296,2,2022-06-29,0,355.17835828000005,26,4,1.0,0.9473684210526315,c916,7n4w,26.47058823529412,54.94086051412295,95.0,2013-07-03,,95.56538391113281,90.62000274658203
8rkq__1__1.A__1.E,1.E,protenix,0.95111483335495,0.8921621143817902,0,46.943580627441406,0.0,0.0,0.1129032258064516,3,0.12590132709191887,3,2024-05-08,3,726.157241244,52,4,0.0,0.0,c564,8rkq,11.29032258064516,12.590132709191886,39.0,2021-02-17,,77.1105773632343,63.279998779296875
7ezq__1__2.A__2.B_2.C,2.B,protenix,0.9509438276290894,0.858679473400116,1,1.3287467956542969,0.8515923619270325,1.0,0.8245614035087719,0,0.8975523949531125,0,2022-06-01,0,418.164105184,31,3,1.0,0.9090909090909091,c9,7ezq,82.45614035087719,89.75523949531124,100.0,2020-10-14,,76.96548363470262,69.13999938964844
7ngs__1__1.A__1.B,1.B,protenix,0.9508835673332214,0.9008374810218812,1,0.5273014903068542,0.9315573573112488,1.0,0.9032258064516128,0,0.8171825618936698,1,2022-02-23,0,212.188863388,15,4,1.0,1.0,c29,7ngs,90.32258064516128,81.71825618936698,100.0,2017-11-15,,92.73333333333333,83.58999633789062
7ueo__1__1.A_2.A__2.D,2.D,protenix,0.9507778882980348,0.9609287083148956,1,0.420481413602829,0.9514124393463136,1.0,0.7192982456140351,1,0.934693199381762,0,2023-03-29,2,365.16518848,27,4,0.9583333333333334,0.9583333333333334,c26,7ueo,71.9298245614035,93.4693199381762,100.0,2020-12-23,,93.31518469916449,86.72000122070312
7p50__1__1.A_1.B__1.D_1.E_1.F,1.D,protenix,0.9506555795669556,0.7677012284596761,0,4.826845169067383,0.349056601524353,0.0,1.0,0,0.897528735632184,0,2021-10-06,0,146.021523292,10,4,0.75,0.6923076923076923,c774,7p50,100.0,89.7528735632184,59.0,2014-12-03,,77.38199920654297,73.05000305175781
7p50__1__1.A_1.B__1.D_1.E_1.F,1.F,protenix,0.9506555795669556,0.881364663441976,1,0.5937088131904602,0.928274929523468,1.0,1.0,0,0.9598663600229382,0,2021-10-06,0,506.9957454619998,31,8,0.75,0.6923076923076923,c774,7p50,100.0,89.7528735632184,59.0,2014-12-03,,77.38199920654297,73.05000305175781
8fts__1__2.A__2.B_2.C_2.D,2.C,protenix,0.9506102204322816,0.8590427935123444,1,0.8665243983268738,0.888292133808136,1.0,0.5942028985507246,1,0.7721994682970942,1,2023-11-01,2,384.1215887399999,26,7,0.9545454545454546,0.8076923076923077,c176,8fts,,,,,,92.74500127939078,91.0199966430664
8fts__1__2.A__2.B_2.C_2.D,2.D,protenix,0.9506102204322816,0.8276771306991577,1,1.5139670372009275,0.7446646094322205,1.0,0.17647058823529413,2,0.4653533507700983,3,2023-11-01,2,130.06299418,9,3,0.9545454545454546,0.8076923076923077,c176,8fts,,,,,,92.74500127939078,91.0199966430664
7vzy__1__1.A_1.B__1.C_1.D_1.E_1.M,1.C,protenix,0.9505767822265624,0.936979353427887,0,14.356486320495604,0.092880792915821,1.0,0.0673076923076923,3,0.22362158908200222,3,2022-11-16,1,491.2074654879999,34,2,0.35294117647058826,0.1875,c70,7vzy,6.730769230769231,22.36215890820022,45.0,2012-01-25,,77.15652233621348,72.2699966430664
7vzy__1__1.A_1.B__1.C_1.D_1.E_1.M,1.E,protenix,0.9505767822265624,0.8887798190116882,0,14.927008628845217,0.017618041485548,0.0,0.8490566037735848,0,0.6035988074952644,2,2022-11-16,1,347.0630844179999,23,4,0.35294117647058826,0.1875,c70,7vzy,6.730769230769231,22.36215890820022,45.0,2012-01-25,,77.15652233621348,72.2699966430664
8opu__1__1.A_1.C_1.D__1.IA,1.IA,protenix,0.950570285320282,0.4284191131591797,0,23.60934829711914,0.0,1.0,0.0970873786407767,3,0.27672431154375937,3,2024-01-24,3,253.052112212,17,3,0.0,0.0,c667,8opu,9.70873786407767,27.67243115437594,57.0,2014-12-17,,50.171764598173255,42.58000183105469
8j5e__1__1.A__1.B,1.B,protenix,0.950542449951172,0.8409256637096405,0,2.443243265151977,0.5914804339408875,0.0,0.2121212121212121,2,0.4669541098683402,3,2024-04-24,3,259.062676896,17,2,0.8571428571428571,0.6666666666666666,c264,8j5e,21.21212121212121,46.69541098683402,36.0,2008-07-08,,93.6111764346852,90.62000274658203
7xes__1__1.A_2.A__2.D,2.D,protenix,0.9502632021903992,0.9203310906887054,1,1.2280646562576294,0.8342105150222778,1.0,0.49206349206349204,1,0.6844590033571513,1,2023-04-05,2,378.06505857799993,24,7,0.9,0.8571428571428571,c152,7xes,49.2063492063492,68.44590033571512,100.0,2019-10-16,,89.01333332061768,78.12000274658203
7ueu__1__1.A_2.A__2.B,2.B,protenix,0.9502145051956176,0.9513278901576996,1,0.587256133556366,0.9509443640708924,1.0,0.6724137931034483,1,0.4867671494167485,3,2023-03-29,2,414.1474095640001,29,6,1.0,1.0,c26,7ueu,67.24137931034483,48.676714941674845,100.0,2018-08-29,,91.72862033186287,84.7699966430664
7ngi__1__2.A__2.C,2.C,protenix,0.9502060413360596,0.936274915933609,1,1.50571870803833,0.7797619104385376,1.0,0.30612244897959184,2,0.6677274371132262,2,2022-02-23,0,264.163791512,19,3,0.9411764705882353,0.9411764705882353,c29,7ngi,30.612244897959183,66.77274371132262,100.0,2017-03-29,,93.83157790334602,88.27999877929688
8ji2__1__1.B__1.J_1.K,1.K,protenix,0.9501775503158568,0.8634708821773529,1,1.1721104383468628,0.8146929740905762,0.0,,4,,4,2023-11-15,3,359.91090175999994,17,3,0.9375,0.8333333333333334,c222,8ji2,,,,,,93.91058798397289,91.80000305175781
7m94__1__1.B__1.J,1.J,protenix,0.9501250386238098,0.8710746467113495,0,3.7536370754241934,0.5364050269126892,1.0,,4,,4,2021-12-15,0,366.174356196,27,5,0.7647058823529411,0.6842105263157895,c735,7m94,,,,,,93.315185546875,90.2300033569336
7wl4__1__1.A__1.E_1.F,1.E,protenix,0.9500900506973268,0.9609742760658264,1,1.2799497842788696,0.0,1.0,0.5866666666666667,1,0.6470608785746174,2,2022-08-10,1,487.148967036,34,5,0.0,0.0,c7,7wl4,58.666666666666664,64.70608785746174,100.0,2020-01-22,,95.13793922873104,94.13999938964844
7wl4__1__1.A__1.E_1.F,1.F,protenix,0.9500900506973268,0.9609742760658264,1,1.2799497842788696,0.8310580253601074,1.0,0.5866666666666667,1,0.6510999227462153,2,2022-08-10,1,487.148967036,34,5,0.0,0.0,c7,7wl4,58.666666666666664,64.70608785746174,100.0,2020-01-22,,95.13793922873104,94.13999938964844
8ttz__1__2.B__2.GA,2.GA,protenix,0.9500548243522644,0.4781901836395263,0,42.33470153808594,0.0,1.0,0.14563106796116504,3,0.49601338214158686,3,2024-02-07,3,483.295788044,35,12,0.0,0.0,c669,8ttz,14.563106796116504,49.60133821415869,100.0,2020-11-11,,77.20942796979632,58.20000076293945
7f42__1__1.B__1.C,1.C,protenix,0.9500364661216736,0.9118264317512512,0,2.7929961681365967,0.6503215432167053,1.0,0.08108108108108109,3,0.5861903652600331,2,2022-06-22,0,291.93449002,13,2,0.9166666666666666,0.8461538461538461,c23,7f42,8.108108108108109,58.619036526003306,74.0,2021-04-21,,96.18384493314304,94.52999877929688
8svl__1__1.A__1.B_1.C_1.G,1.C,protenix,0.9499949216842652,0.9927233457565308,1,0.2703551352024078,0.9900680780410768,1.0,0.5849056603773585,1,0.966236494597839,0,2024-04-24,3,394.15042719200005,28,5,1.0,1.0,c164,8svl,,,,,,94.60071427481515,87.5
7xvh__1__2.A__2.B_2.C,2.C,protenix,0.949860692024231,0.8680008351802826,1,0.4928198158740997,0.941290318965912,0.0,1.0,0,0.9057243535512605,0,2023-01-25,1,418.152871804,31,3,0.9523809523809523,0.8695652173913043,c9,7xvh,,,,,,76.75193540511593,64.83999633789062
7x5w__1__2.A__2.B_2.C,2.C,protenix,0.9496240615844728,0.8833204507827759,0,2.023350954055786,0.7870575189590454,0.0,0.5507246376811594,1,0.8310973740359289,0,2022-06-01,0,454.152871804,34,3,0.9523809523809523,0.8695652173913043,c9,7x5w,,,,,,79.95176472383388,73.05000305175781
8ay6__1__1.A_1.B__1.C,1.C,protenix,0.9495574235916138,0.969058871269226,1,0.5988664031028748,0.9316343069076538,1.0,1.0,0,0.898713870444808,0,2023-03-22,2,342.103813436,24,4,0.9444444444444444,0.85,c131,8ay6,100.0,89.8713870444808,100.0,2021-08-04,,94.12541643778484,91.41000366210938
7vrh__1__1.A__1.D,1.D,protenix,0.9493861198425292,0.9426645636558532,0,5.875056266784668,0.2936378419399261,1.0,0.08333333333333331,3,0.544213518634143,2,2023-02-01,1,225.086189212,16,4,0.9090909090909091,0.7692307692307693,c7,7vrh,8.333333333333332,54.4213518634143,87.0,2014-03-05,,97.41437673568726,95.30999755859375
7pcs__1__1.B__1.G_1.H,1.G,protenix,0.9493736028671264,0.9119539558887482,1,0.8946388959884644,0.8253759145736694,0.0,1.0,0,0.7297433572077248,1,2022-06-15,0,663.1091218040001,44,11,1.0,0.8709677419354839,c17,7pcs,100.0,72.97433572077247,57.0,2013-12-04,,82.14727315035734,75.0
7y06__1__1.A__1.B_1.C,1.B,protenix,0.9493624567985536,0.9357428550720216,0,26.593793869018555,0.9187279343605042,1.0,0.1693548387096774,3,0.46886010430280584,3,2022-12-21,1,368.123302992,27,6,0.0,0.0,c133,7y06,16.93548387096774,46.886010430280585,41.0,2009-12-08,,95.45444347240307,92.97000122070312
7y06__1__1.A__1.B_1.C,1.C,protenix,0.9493624567985536,0.949954092502594,1,0.8664275407791138,0.0,1.0,0.12408759124087591,3,0.4024082192282045,3,2022-12-21,1,368.123302992,27,6,0.0,0.0,c133,7y06,16.93548387096774,46.886010430280585,41.0,2009-12-08,,95.45444347240307,92.97000122070312
7zo2__1__2.A__2.B_2.C_2.F,2.F,protenix,0.949282705783844,0.7377843111753464,0,2.344980001449585,0.6860079765319824,1.0,0.6119402985074627,1,0.5545431851153739,2,2023-03-08,1,438.1242911720001,28,9,0.9333333333333333,0.875,c125,7zo2,,,,,,65.61107131413051,55.470001220703125
7qls__1__1.A__1.C_1.D_1.E,1.D,protenix,0.9492450952529908,0.8742373883724213,1,0.3357647359371185,0.9819644689559937,1.0,0.5227272727272727,1,0.6047933196500551,2,2022-12-28,1,559.0716736759997,36,9,1.0,1.0,c130,7qls,10.309278350515465,38.24458507379353,47.0,2019-01-23,,93.33214351109096,91.80000305175781
7qls__1__1.A__1.C_1.D_1.E,1.C,protenix,0.9492450952529908,0.8420957624912262,0,2.4927453994750977,0.5802139043807983,1.0,0.10309278350515465,3,0.3824458507379353,3,2022-12-28,1,195.089543276,14,4,1.0,1.0,c130,7qls,10.309278350515465,38.24458507379353,47.0,2019-01-23,,93.33214351109096,91.80000305175781
7pjm__1__1.A_1.B__1.D_1.G_1.H,1.G,protenix,0.9491726160049438,0.9419888257980348,1,0.7711853384971619,0.8744996190071106,0.0,1.0,0,0.6570108275876823,2,2022-07-13,0,745.0911023900003,48,13,0.9259259259259259,0.8620689655172413,c178,7pjm,100.0,84.50867052023122,100.0,2013-07-17,,83.1650001525879,79.30000305175781
7pjm__1__1.A_1.B__1.D_1.G_1.H,1.D,protenix,0.9491726160049438,0.9294834434986116,0,4.901700496673584,0.2949678897857666,0.0,1.0,0,0.8450867052023122,0,2022-07-13,0,146.021523292,10,4,0.9259259259259259,0.8620689655172413,c178,7pjm,100.0,84.50867052023122,100.0,2013-07-17,,83.1650001525879,79.30000305175781
8cg0__1__1.D__1.IA,1.IA,protenix,0.9491605758666992,0.600788876414299,0,24.41472625732422,0.0,1.0,0.06060606060606061,3,0.035667388733253404,3,2024-02-21,3,212.15247788,15,3,0.0,0.0,c810,8cg0,6.0606060606060606,3.5667388733253405,61.0,2016-09-28,,46.08000005086263,38.869998931884766
7okc__1__1.A_2.A__2.B,2.B,protenix,0.9491583108901978,0.7727281451225281,0,7.650442123413086,0.2269053161144256,1.0,0.13761467889908255,3,0.4206901057670793,3,2021-10-06,0,429.1026235599999,29,8,0.8888888888888888,0.6153846153846154,c57,7okc,13.761467889908255,42.06901057670793,100.0,2020-03-11,,94.54344703411233,93.36000061035156
8f8k__1__1.A__1.F_1.G_1.I_1.J_1.K,1.F,protenix,0.9490174055099488,0.8905799388885498,0,2.5765950679779053,0.6110422015190125,0.0,0.11475409836065571,3,0.5350538953480556,2,2023-11-29,3,246.005825984,14,6,0.8181818181818182,0.5294117647058824,c68,8f8k,11.475409836065571,53.50538953480556,37.0,2014-01-01,,90.51428495134626,87.5
8sk0__1__1.B__1.G_1.H,1.H,protenix,0.948822021484375,0.9423161745071412,0,3.3436903953552246,0.6539345383644104,1.0,1.0,0,0.9284354943235676,0,2023-08-09,2,663.1091218040001,44,11,0.96875,0.9117647058823529,c17,8sk0,,,,,,88.11181779341264,83.58999633789062
7t5x__1__1.A_1.C__1.I,1.I,protenix,0.948772132396698,0.7659746011098226,0,6.250387668609619,0.2888198792934418,1.0,0.10465116279069768,3,0.4029406139678173,3,2022-07-06,0,371.1705875320001,27,5,0.7222222222222222,0.6190476190476191,c446,7t5x,10.465116279069768,40.29406139678173,66.0,2019-01-23,,87.41259341769748,78.12000274658203
7zsm__1__1.A_2.A__1.B,1.B,protenix,0.948717474937439,0.7610702315966288,1,0.7565459609031677,0.87447589635849,1.0,0.22784810126582278,2,0.7076161340309075,1,2023-05-17,2,379.039178178,25,5,0.9545454545454546,0.7777777777777778,c49,7zsm,22.78481012658228,70.76161340309075,92.0,2009-12-08,,63.24959991455078,53.119998931884766
7t5r__1__1.A_1.C__1.I_1.J,1.J,protenix,0.9486969709396362,0.7256248394648234,0,8.128293991088867,0.1080283373594284,1.0,0.1238095238095238,3,0.4113245384931227,3,2022-07-06,0,382.017771072,24,3,0.4,0.17391304347826086,c385,7t5r,7.086614173228346,39.59472452155056,66.0,2007-10-02,,84.91208330790202,73.83000183105469
7t5r__1__1.A_1.C__1.I_1.J,1.I,protenix,0.9486969709396362,0.7256248394648234,0,8.128293991088867,0.625372052192688,1.0,0.07086614173228346,3,0.3959472452155056,3,2022-07-06,0,382.017771072,24,3,0.4,0.17391304347826086,c385,7t5r,7.086614173228346,39.59472452155056,66.0,2007-10-02,,84.91208330790202,73.83000183105469
7x81__1__1.A_1.B__1.D,1.D,protenix,0.9486862421035768,0.931175172328949,1,1.7733277082443235,0.6869266033172607,0.0,0.4942528735632184,1,0.37052531887535944,3,2023-02-08,1,497.314123476,36,1,0.9047619047619048,0.8636363636363636,c237,7x81,49.42528735632184,37.05253188753594,37.0,2016-02-24,,94.4763880835639,91.41000366210938
7vyp__1__1.A_1.B__1.C_1.K_1.P_1.Q,1.P,protenix,0.9484981298446656,0.924426257610321,0,14.189863204956056,0.1365571767091751,0.0,0.07272727272727271,3,0.20446046578886212,3,2022-11-16,1,534.2132791399999,37,3,0.47368421052631576,0.2571428571428571,c70,7vyp,,,,,,76.20565198815387,70.30999755859375
7vyp__1__1.A_1.B__1.C_1.K_1.P_1.Q,1.Q,protenix,0.9484981298446656,0.8883816003799438,0,15.20929718017578,0.0124386828392744,1.0,0.7857142857142857,0,0.5821817932636928,2,2022-11-16,1,347.0630844179999,23,4,0.47368421052631576,0.2571428571428571,c70,7vyp,,,,,,76.20565198815387,70.30999755859375
7ue8__1__1.A_2.A__2.D,2.D,protenix,0.9483867287635804,0.9429000616073608,1,1.3520663976669312,0.8599088788032532,1.0,0.4393939393939394,1,0.9503612943763745,0,2023-03-29,2,374.13096716,26,4,1.0,1.0,c26,7ue8,43.93939393939394,95.03612943763746,100.0,2018-08-29,,91.38999850933368,81.63999938964844
7r6g__1__1.A__1.C,1.C,protenix,0.9483793377876282,0.8318639397621155,0,2.6056082248687744,0.722764253616333,1.0,1.0,0,0.7946672573183297,1,2022-06-29,0,290.137890436,21,5,0.8,0.75,c253,7r6g,100.0,79.46672573183297,41.0,2011-09-28,,94.56714157831101,93.36000061035156
7ngj__1__1.A__1.B,1.B,protenix,0.9482921361923218,0.8965823650360107,0,6.788562774658203,0.3201219439506531,1.0,0.12,3,0.7507381596519964,1,2022-02-23,0,232.15756326,17,2,0.9411764705882353,0.9411764705882353,c29,7ngj,12.0,75.07381596519964,100.0,2009-07-21,,93.45117681166705,89.83999633789062
7a9g__1__1.A_1.B__1.O_1.P,1.O,protenix,0.948240041732788,0.9066655039787292,1,0.7708129286766052,0.9127388596534728,0.0,0.6956521739130435,1,0.7374383724145733,1,2022-03-23,0,467.05498431209,29,9,0.9090909090909091,0.7142857142857143,c84,7a9g,69.56521739130434,73.74383724145733,57.0,2019-07-03,,88.73930990284887,80.08000183105469
7fgp__1__1.A__1.C_1.G,1.C,protenix,0.9482386112213136,0.9396608173847198,1,0.5840618014335632,0.9152871370315552,1.0,1.0,0,0.6002217129501225,2,2022-08-31,1,785.1571346159997,53,13,0.9285714285714286,0.8666666666666667,c910,7fgp,100.0,60.02217129501225,37.0,2008-08-26,,93.49226422579784,90.62000274658203
8se5__1__1.A_1.B__1.H,1.H,protenix,0.948136568069458,0.9718119502067566,0,2.4114882946014404,0.6621767282485962,1.0,0.14173228346456693,3,0.0951823272698144,3,2023-10-11,2,562.169111948,40,6,0.9,0.6923076923076923,c163,8se5,14.173228346456693,9.51823272698144,47.0,2008-04-22,,95.00774879455567,87.11000061035156
8j1g__1__1.B__1.H_1.I,1.H,protenix,0.9481115341186525,0.9202703237533568,1,0.7764196991920471,0.8344155550003052,0.0,1.0,0,0.5287333652901234,2,2023-08-16,2,745.0911023900003,48,13,0.96,0.8888888888888888,c889,8j1g,100.0,52.873336529012334,37.0,2014-02-05,,93.81499989827473,93.36000061035156
8j1g__1__1.B__1.H_1.I,1.I,protenix,0.9481115341186525,0.9050408899784088,1,1.6665067672729492,0.7255681753158569,1.0,0.12903225806451613,3,0.40139458891078017,3,2023-08-16,2,175.11895214009,12,5,0.96,0.8888888888888888,c889,8j1g,100.0,52.873336529012334,37.0,2014-02-05,,93.81499989827473,93.36000061035156
